0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
46509;;кем;КТО;SPRO;m - ins sg;;;о том , кем я хочу быть;м;е;к;;;;О;КТО;S;m - ins sg
47311;;.;.;PUNCT;SENT;;;, надо поесть .  Короче ,;.;;;;;;.;.;SENT;SENT
47312;;;;;;;;;;;;;;;;;;
47313;;Короче;КОРОЧЕ;PARENTH;comp;;;поесть .  Короче , в итоге;е;ч;о;р;о;К;Е;КОРОЧЕ;ADV;comp
47314;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47315;;в;В;PARENTH;PARENTH;слитно;; Короче , в итоге , если;в;;;;;;В;В;PR;PR
47316;;итоге;ИТОГ;PARENTH;PARENTH;;;Короче , в итоге , если ты;е;г;о;т;и;;Г;ИТОГ;S;m inan loc sg
47317;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47318;;если;ЕСЛИ;CONJ;CONJ;;;в итоге , если ты приезжаешь в;и;л;с;е;;;И;ЕСЛИ;CONJ;CONJ
46510;;я;Я;SPRO;sg 1p - nom;;;том , кем я хочу быть потому;я;;;;;;Я;Я;SPRO;sg 1p - nom
48069;;это;ЭТО;PRO;n - acc sg;;;помню я делал это » , или;о;т;э;;;;О;ЭТО;S;n - acc sg
47321;"<distinct form=""общагу"">";;;;;;;;;;;;;;;;;
47322;;в;В;PR;;;;если ты приезжаешь в общежитие  в;в;;;;;;В;В;PR;
48079;;то;ТО;APRO;n inan acc sg;;;я еще вот то сделал , блин;о;т;;;;;О;ТО;S;n inan acc sg
47324;</distinct>;;;;;;;;;;;;;;;;;
47325;;в;В;PR;PR;;;в общежитие  в семь , в;в;;;;;;В;В;PR;PR
48084;;это;ЭТО;PRO;n - nom sg;;;, блин , это было так клево;о;т;э;;;;О;ЭТО;S;n - nom sg
47327;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47328;;в;В;PARENTH;PARENTH;слитно;;в семь , в лучшем случае в;в;;;;;;В;В;PR;PR
47329;;лучшем;ЛУЧШИЙ;PARENTH;PARENTH;;;семь , в лучшем случае в девять;м;е;ш;ч;у;л;Й;ЛУЧШИЙ;A;supr loc sg plen m -
47330;;случае;СЛУЧАЙ;PARENTH;PARENTH;;;, в лучшем случае в девять ты;е;а;ч;у;л;с;Й;СЛУЧАЙ;S;m inan loc sg
47331;;в;В;PR;PR;;;в лучшем случае в девять ты свободен;в;;;;;;В;В;PR;PR
48094;;это;ЭТО;PRO;n - nom sg;;;и  , это то , что;о;т;э;;;;О;ЭТО;S;n - nom sg
48095;;то;ТО;APRO;n - nom sg;;; , это то , что формирует;о;т;;;;;О;ТО;S;n - nom sg
48124;;то;ТО;APRO;n inan acc sg;;;скучно , несмотря на то , что материал;о;т;;;;;О;ТО;S;n inan acc sg
47335;;от;ОТ;PR;PR;;;девять ты свободен от всяких вот этих;т;о;;;;;Т;ОТ;PR;PR
46537;;я;Я;SPRO;sg 1p - nom;;;выбрать , и я решила , что;я;;;;;;Я;Я;SPRO;sg 1p - nom
47337;;вот;ВОТ;PART;PART;;;свободен от всяких вот этих вот поддерживающих;т;о;в;;;;Т;ВОТ;PART;PART
46540;;что;ЧТО;SPRO;n inan acc sg;;;я решила , что хочу помогать людям;о;т;ч;;;;О;ЧТО;S;n inan acc sg
47339;;вот;ВОТ;PART;PART;;;всяких вот этих вот поддерживающих твою жизнь;т;о;в;;;;Т;ВОТ;PART;PART
47340;;поддерживающих;ПОДДЕРЖИВАТЬ;PARTCP;ipf inpraes gen pl plen - act -;;;вот этих вот поддерживающих твою жизнь действий;х;и;щ;ю;а;в;Ь;ПОДДЕРЖИВАТЬ;PARTCP;ipf inpraes loc pl plen - act -
47341;;твою;ТВОЙ;APRO;- acc sg plen f -;;;этих вот поддерживающих твою жизнь действий ,;ю;о;в;т;;;Й;ТВОЙ;A;- acc sg plen f -
46552;;меня;Я;SPRO;sg 1p - gen;;;Хм , у меня боязнь крови ,;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
46603;;мне;Я;SPRO;sg 1p - dat;;;уверена , что мне надо будет общество;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47344;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47345;;и;И;CONJ;CONJ;;;жизнь действий , и такой : «;и;;;;;;И;И;CONJ;CONJ
46626;;я;Я;SPRO;sg 1p - nom;;;биология , и я начала ботать биологию;я;;;;;;Я;Я;SPRO;sg 1p - nom
47347;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47348;;«;«;PUNCT;;;;;«;;;;;;«;«;_;_
47349;;клёво;КЛЕВЫЙ;PARENTH;PARENTH;;;такой : « клёво , домашняя работа;о;в;ё;л;к;;Й;КЛЕВЫЙ;A;- - sg brev n -
47350;"<distinct form=""домашка"">";;;;;;;;;;;;;;;;;
47351;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
46640;;мне;Я;SPRO;sg 1p - dat;;; папа рассказал мне про ВПШ ;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
46649;;мне;Я;SPRO;sg 1p - dat;;; Да , мне папа рассказал про;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47354;</distinct>;;;;;;;;;;;;;;;;;
47355;;»;»;PUNCT;;;;;»;;;;;;»;»;_;_
47356;;.;.;PUNCT;SENT;;;работа  » .  И понеслось;.;;;;;;.;.;SENT;SENT
47357;;;;;;;;;;;;;;;;;;
47358;;И;И;CONJ;CONJ;;;» .  И понеслось . :;И;;;;;;И;И;CONJ;CONJ
46661;;ты;ТЫ;SPRO;sg 2p - nom;;;"такой тип 	 ты не хочешь съездить";ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47360;;.;.;PUNCT;;;;" И понеслось . : 	 Вот";.;;;;;;.;.;SENT;
47361;;;;;;;;;;;;;;;;;;
47362;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
47363;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47364;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47365;;Вот;ВОТ;PARENTH;PARENTH;;;". : 	 Вот , вообще сначала";т;о;В;;;;Т;ВОТ;PART;PART
47366;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47367;;вообще;ВООБЩЕ;ADV;-;;;"	 Вот , вообще сначала на факультете";е;щ;б;о;о;в;Е;ВООБЩЕ;ADV;-
47368;;сначала;СНАЧАЛА;ADV;-;;;Вот , вообще сначала на факультете психологии;а;л;а;ч;а;н;А;СНАЧАЛА;ADV;-
47369;"<distinct form=""психфаке"">";;;;;;;;;;;;;;;;;
47370;;на;НА;PR;;;;, вообще сначала на факультете психологии ;а;н;;;;;А;НА;PR;
46670;;я;Я;SPRO;sg 1p - nom;;;"? 	 , я такая 	 хочу";я;;;;;;Я;Я;SPRO;sg 1p - nom
46689;;меня;Я;SPRO;sg 1p - gen;;;берут , но меня взяли , и;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47373;</distinct>;;;;;;;;;;;;;;;;;
46693;;я;Я;SPRO;sg 1p - nom;;;"взяли , и я такая 	 ура";я;;;;;;Я;Я;SPRO;sg 1p - nom
46716;;я;Я;SPRO;sg 1p - nom;;;в общем , я приехала на ВПШ;я;;;;;;Я;Я;SPRO;sg 1p - nom
47376;;очень;ОЧЕНЬ;ADV;-;;; было учиться очень легко , а;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
47377;;легко;ЛЕГКО;PRAEDIC;-;;;было учиться очень легко , а потом;о;к;г;е;л;;О;ЛЕГКО;ADV;-
47378;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47379;;а;А;CONJ;CONJ;;;очень легко , а потом ты начинаешь;а;;;;;;А;А;CONJ;CONJ
47380;;потом;ПОТОМ;ADVPRO;-;;;легко , а потом ты начинаешь ,;м;о;т;о;п;;М;ПОТОМ;ADV;-
46727;;все;ВСЕ;SPRO; - nom pl -;;;"	 блин , все ботают , а";е;с;в;;;;Е;ВСЕ;S;- - acc pl
46732;;я;Я;SPRO;sg 1p - nom;;;ботают , а я  тут вот;я;;;;;;Я;Я;SPRO;sg 1p - nom
47383;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47384;;ну;НУ;PART;PART;;;ты начинаешь , ну , я начала;у;н;;;;;У;НУ;PART;PART
47385;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46753;;меня;Я;SPRO;sg 1p - acc;;; Эээ , меня это дело очень;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
46754;;это;ЭТО;SPRO;n - nom sg;;;Эээ , меня это дело очень затянуло;о;т;э;;;;О;ЭТО;S;n - nom sg
46759;;мне;Я;SPRO;sg 1p - dat;;;очень затянуло , мне понравилось , я;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
46762;;я;Я;SPRO;sg 1p - nom;;;мне понравилось , я поняла , что;я;;;;;;Я;Я;SPRO;sg 1p - nom
46771;;чем;ЧТО;SPRO;n inan loc sg;;;более широкая , чем я себе представляла;м;е;ч;;;;О;ЧТО;S;n inan loc sg
46772;;я;Я;SPRO;sg 1p - nom;;;широкая , чем я себе представляла до;я;;;;;;Я;Я;SPRO;sg 1p - nom
47392;;к;К;PR;PR;;;читать все тексты к семинарам , всё;к;;;;;;К;К;PR;PR
46773;;себе;СЕБЯ;SPRO;- - - loc;;;, чем я себе представляла до этого;е;б;е;с;;;Я;СЕБЯ;SPRO;- - - loc
47394;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46776;;этого;ЭТО;SPRO;n - gen sg;;;себе представляла до этого .  И;о;г;о;т;э;;О;ЭТО;S;n - gen sg
46812;;меня;Я;SPRO;sg 1p - gen;;;весенним каникулам у меня мотивация очень резко;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47397;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46820;;я;Я;SPRO;sg 1p - nom;;;потому , что я очень устала ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
47399;;всегда;ВСЕГДА;ADV;-;;;делать , быть всегда готовой , и;а;д;г;е;с;в;А;ВСЕГДА;ADV;-
46824;;меня;Я;SPRO;sg 1p - acc;;;очень устала , меня выматывало , эмммм;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47401;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47402;;и;И;CONJ;CONJ;;;всегда готовой , и это превратилось просто;и;;;;;;И;И;CONJ;CONJ
46829;;всё;ВСЕ;SPRO;n - nom sg;;;, эмммм , всё вокруг потому ,;ё;с;в;;;;Е;ВСЕ;S;n - nom sg
46844;;всего;ВСЕГО;SPRO;gen;;;еды мало , всего мало , только;о;г;е;с;в;;О;ВСЕГО;PART;PART
47405;;просто;ПРОСТО;PART;PART;;;и это превратилось просто в бесконечную жизнь;о;т;с;о;р;п;О;ПРОСТО;PART;PART
47406;;в;В;PR;PR;;;это превратилось просто в бесконечную жизнь ,;в;;;;;;В;В;PR;PR
46862;;я;Я;SPRO;sg 1p - nom;;;Вот , и я начала ботать ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
46873;;меня;Я;SPRO;sg 1p - gen;;;, что у меня появилась мотивация ,;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47409;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46885;;я;Я;SPRO;sg 1p - nom;;; , потом я ходила сдавать эти;я;;;;;;Я;Я;SPRO;sg 1p - nom
46899;;все;ВЕСЬ;SPRO;- nom pl plen - -;;; там , все дела . ;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
47412;"<distinct form=""общаги"">";;;;;;;;;;;;;;;;;
47413;;от;ОТ;PR;;;;, бесконечную дорогу от общежития  до;т;о;;;;;Т;ОТ;PR;
46911;;меня;Я;SPRO;sg 1p - gen;;;после математики у меня случился нервный срыв;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47415;</distinct>;;;;;;;;;;;;;;;;;
47416;"<distinct form=""универа"">";;;;;;;;;;;;;;;;;
47417;;до;ДО;PR;;;;от общежития  до университета  ,;о;д;;;;;О;ДО;PR;
46918;;я;Я;SPRO;sg 1p - nom;;;потому , что я.. мм.. я решила;.;.;я;;;;Я;Я..;SPRO;sg 1p - nom
47419;</distinct>;;;;;;;;;;;;;;;;;
47420;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46920;;я;Я;SPRO;sg 1p - nom;;;что я.. мм.. я решила очень мало;я;;;;;;Я;Я;SPRO;sg 1p - nom
47422;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47423;;а;А;CONJ;CONJ;;;, учеба , а потом дорога от;а;;;;;;А;А;CONJ;CONJ
47424;;потом;ПОТОМ;ADVPRO;-;;;учеба , а потом дорога от университета;м;о;т;о;п;;М;ПОТОМ;ADV;-
46928;;я;Я;SPRO;sg 1p - nom;;;второй части , я очень боялась ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
47426;"<distinct form=""универа"">";;;;;;;;;;;;;;;;;
47427;;от;ОТ;PR;;;;а потом дорога от университета  до;т;о;;;;;Т;ОТ;PR;
46939;;меня;Я;SPRO;sg 1p - gen;;;.  У меня случился нервный срыв;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
47429;</distinct>;;;;;;;;;;;;;;;;;
47430;"<distinct form=""общаги"">";;;;;;;;;;;;;;;;;
47431;;до;ДО;PR;;;;от университета  до общежития  .;о;д;;;;;О;ДО;PR;
46944;;я;Я;SPRO;sg 1p - nom;;;нервный срыв , я позвонила маме ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
47433;</distinct>;;;;;;;;;;;;;;;;;
47434;;.;.;PUNCT;SENT;;;до общежития  .  И все;.;;;;;;.;.;SENT;SENT
47435;;;;;;;;;;;;;;;;;;
47436;;И;И;CONJ;CONJ;;; .  И все . ;И;;;;;;И;И;CONJ;CONJ
46953;;все;ВСЕ;SPRO;- - nom pl;;;репетитору  , все меня утешили ,;е;с;в;;;;Е;ВСЕ;S;- - nom pl
47438;;.;.;PUNCT;SENT;;; И все .  Потом я;.;;;;;;.;.;SENT;SENT
47439;;;;;;;;;;;;;;;;;;
47440;;Потом;ПОТОМ;ADVPRO;-;;;все .  Потом я возобновила свои;м;о;т;о;П;;М;ПОТОМ;ADV;-
46954;;меня;Я;SPRO;sg 1p - acc;;; , все меня утешили , сказали;я;н;е;м;;;Я;Я;SPRO;sg 1p - acc
46963;;тебе;ТЫ;SPRO;sg 2p - dat;;;« да ладно тебе  , все;е;б;е;т;;;Ы;ТЫ;SPRO;sg 2p - loc
46966;;все;ВСЕ;SPRO; - nom sg;;;тебе  , все будет нормально »;е;с;в;;;;Е;ВСЕ;S;- - acc pl
46980;;мне;Я;SPRO;sg 1p - dat;;;, ээ , мне хватило баллов .;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47445;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46990;;я;Я;SPRO;sg 1p - nom;;;на самом деле я так  успокоилась;я;;;;;;Я;Я;SPRO;sg 1p - nom
47000;;я;Я;SPRO;sg 1p - nom;;;, как бы , я  выпустила ;я;;;;;;Я;Я;SPRO;sg 1p - nom
47011;;мне;Я;SPRO;sg 1p - loc;;;, которые во мне так накапливались ,;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47449;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47450;;ну;НУ;PART;PART;;;заниматься танцами , ну , в смысле;у;н;;;;;У;НУ;PART;PART
47451;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47452;;в;В;PARENTH;PARENTH;слитно;;, ну , в смысле продолжила .;в;;;;;;В;В;PR;PR
47453;;смысле;СМЫСЛ;PARENTH;PARENTH;;;ну , в смысле продолжила . ;е;л;с;ы;м;с;Л;СМЫСЛ;S;m inan loc sg
47024;;я;Я;SPRO;sg 1p - nom;;;горой , и я их выбросила ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
47455;;.;.;PUNCT;SENT;;;в смысле продолжила .  А потом;.;;;;;;.;.;SENT;SENT
47456;;;;;;;;;;;;;;;;;;
47457;;А;А;CONJ;CONJ;;;продолжила .  А потом я поняла;А;;;;;;А;А;CONJ;CONJ
47458;;потом;ПОТОМ;ADVPRO;-;;;.  А потом я поняла ,;м;о;т;о;п;;М;ПОТОМ;ADV;-
47025;;их;ОНИ;SPRO;pl - - acc;;;, и я их выбросила , и;х;и;;;;;И;ОНИ;SPRO;pl - - acc
47029;;мне;Я;SPRO;sg 1p - dat;;;выбросила , и мне стало вообще все равно;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47461;"<distinct form=""чтоо"">";;;;;;;;;;;;;;;;;
47462;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
47463;;что;ЧТО;CONJ;CONJ;;;я поняла , что  нельзя просто;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47464;</distinct>;;;;;;;;;;;;;;;;;
47465;;нельзя;НЕЛЬЗЯ;PRAEDIC;-;;;, что  нельзя просто жить вот;я;з;ь;л;е;н;Я;НЕЛЬЗЯ;ADV;-
47466;;просто;ПРОСТО;PART;PART;;;что  нельзя просто жить вот в;о;т;с;о;р;п;О;ПРОСТО;PART;PART
47048;;я;Я;SPRO;sg 1p - nom;;;Потом , когда я сдала все экзамены;я;;;;;;Я;Я;SPRO;sg 1p - nom
47468;;вот;ВОТ;PART;PART;;;нельзя просто жить вот в таком ритме;т;о;в;;;;Т;ВОТ;PART;PART
47469;;в;В;PR;PR;;;просто жить вот в таком ритме и;в;;;;;;В;В;PR;PR
47060;;я;Я;SPRO;sg 1p - nom;;;, эээ , я поехала на ДВИ;я;;;;;;Я;Я;SPRO;sg 1p - nom
47104;;мне;Я;SPRO;sg 1p - dat;;;все  , мне зачли там еще;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47472;;и;И;CONJ;CONJ;;;в таком ритме и иногда можно чем-то;и;;;;;;И;И;CONJ;CONJ
47473;;иногда;ИНОГДА;ADV;-;;;таком ритме и иногда можно чем-то пренебречь;а;д;г;о;н;и;А;ИНОГДА;ADV;-
47474;;можно;МОЖНО;PRAEDIC;-;;;ритме и иногда можно чем-то пренебречь .;о;н;ж;о;м;;О;МОЖНО;ADV;-
47131;;мне;Я;SPRO;sg 1p - dat;;;ээ , сочинение мне зачли и ещё;е;н;м;;;;Я;Я;SPRO;sg 1p - loc
47135;;что-то;ЧТО-ТО;SPRO;n - acc sg;;;зачли и ещё что-то , ну неважно;о;т;-;о;т;ч;О;ЧТО-ТО;S;n - acc sg
47477;;.;.;PUNCT;SENT;;;можно чем-то пренебречь .  Ну ,;.;;;;;;.;.;SENT;SENT
47478;;;;;;;;;;;;;;;;;;
47479;;Ну;НУ;PART;PART;;;пренебречь .  Ну , не обязательно;у;Н;;;;;У;НУ;PART;PART
47480;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47481;;не;НЕ;PART;PART;;; Ну , не обязательно прям ;е;н;;;;;Е;НЕ;PART;PART
47148;;я;Я;SPRO;sg 1p - nom;;;и потом  я второго сентября уезжала;я;;;;;;Я;Я;SPRO;sg 1p - nom
47171;;я;Я;SPRO;sg 1p - nom;;;списки , и я третьего августа в;я;;;;;;Я;Я;SPRO;sg 1p - nom
47484;"<distinct form=""ваще"">";;;;;;;;;;;;;;;;;
47485;;вообще;ВООБЩЕ;ADV;-;;;обязательно прям  вообще  типа :;е;щ;б;о;о;в;Е;ВООБЩЕ;ADV;-
47486;</distinct>;;;;;;;;;;;;;;;;;
47487;;типа;ТИП;PART;PART;;; вообще  типа : о ,;а;п;и;т;;;П;ТИП;S;m inan gen sg
47488;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47489;;о;О;INTJ;INTJ;;; типа : о , вот это;о;;;;;;О;О;INTJ;INTJ
47490;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47491;;вот;ВОТ;PART;PART;;;: о , вот это читать не;т;о;в;;;;Т;ВОТ;PART;PART
47198;;я;Я;SPRO;sg 1p - nom;;;списки повесили , я прошла , я;я;;;;;;Я;Я;SPRO;sg 1p - nom
47201;;я;Я;SPRO;sg 1p - nom;;;я прошла , я очень сильно переживала;я;;;;;;Я;Я;SPRO;sg 1p - nom
47494;;не;НЕ;PART;PART;;;вот это читать не буду . ;е;н;;;;;Е;НЕ;PART;PART
47207;;я;Я;SPRO;sg 1p - nom;;;переживала , но я прошла . :;я;;;;;;Я;Я;SPRO;sg 1p - nom
47496;;.;.;PUNCT;SENT;;;читать не буду .  Можно чуть-чуть;.;;;;;;.;.;SENT;SENT
47497;;;;;;;;;;;;;;;;;;
47498;;Можно;МОЖНО;PRAEDIC;-;;;буду .  Можно чуть-чуть подзабить ,;о;н;ж;о;М;;О;МОЖНО;ADV;-
47499;;чуть-чуть;ЧУТЬ-ЧУТЬ;ADV;-;;;.  Можно чуть-чуть подзабить , или;ь;т;у;ч;-;ь;Ь;ЧУТЬ-ЧУТЬ;ADV;-
47219;;я;Я;SPRO;sg 1p - nom;;;в конце августа я приехала чтобы заселиться;я;;;;;;Я;Я;SPRO;sg 1p - nom
47501;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47502;;или;ИЛИ;CONJ;CONJ;;;чуть-чуть подзабить , или , необязательно всё;и;л;и;;;;И;ИЛИ;CONJ;CONJ
47503;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47504;;необязательно;НЕОБЯЗАТЕЛЬНО;ADV;-;;;, или , необязательно всё конспектировать ,;о;н;ь;л;е;т;О;НЕОБЯЗАТЕЛЬНО;ADV;-
47261;;все;ВЕСЬ;SPRO;- nom pl plen - -;;;Но на деле все куда прозаичнее потому;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
47270;;тебе;ТЫ;SPRO;sg 2p - dat;;;родители все равно отправляют тебе деньги , ты;е;б;е;т;;;Ы;ТЫ;SPRO;sg 2p - loc
47507;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47508;;или;ИЛИ;CONJ;CONJ;;;всё конспектировать , или пробежаться глазами ,;и;л;и;;;;И;ИЛИ;CONJ;CONJ
47273;;ты;ТЫ;SPRO;sg 2p - nom;;;тебе деньги , ты всё равно от;ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47277;;них;ОНИ;SPRO;pl - - gen;;;всё равно от них зависишь , и;х;и;н;;;;И;ОНИ;SPRO;pl - - loc
47511;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47512;;чтобы;ЧТОБЫ;CONJ;CONJ;;;пробежаться глазами , чтобы оставалось время на;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
47281;;такой;ТАКОЙ;SPRO;- nom sg plen m -;;;зависишь , и такой : « meeh;й;о;к;а;т;;Й;ТАКОЙ;A;- nom sg plen m -
47291;;я;Я;SPRO;sg 1p - nom;;;)  , я после пар должен;я;;;;;;Я;Я;SPRO;sg 1p - nom
47515;;на;НА;PR;PR;;;чтобы оставалось время на себя.  ;а;н;;;;;А;НА;PR;PR
47319;;ты;ТЫ;SPRO;sg 2p - nom;;;итоге , если ты приезжаешь в общежитие;ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47517;;;;;;;;;;;;;;;;;;
47518;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
47519;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
47520;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47521;;Понятное;ПОНЯТНЫЙ;PARENTH;PARENTH;;;" : 	 Понятное дело , что";е;о;н;т;я;н;Й;ПОНЯТНЫЙ;A;- nom sg plen n -
47522;;дело;ДЕЛО;PARENTH;PARENTH;;;": 	 Понятное дело , что все";о;л;е;д;;;О;ДЕЛО;S;n inan nom sg
47523;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47524;;что;ЧТО;CONJ;CONJ;;;Понятное дело , что все мы поступили;о;т;ч;;;;О;ЧТО;CONJ;CONJ
47333;;ты;ТЫ;SPRO;sg 2p - nom;;;случае в девять ты свободен от всяких;ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47381;;ты;ТЫ;SPRO;sg 2p - nom;;;, а потом ты начинаешь , ну;ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47386;;я;Я;SPRO;sg 1p - nom;;;, ну , я начала пытаться читать;я;;;;;;Я;Я;SPRO;sg 1p - nom
47528;"<distinct form=""универ"">";;;;;;;;;;;;;;;;;
47529;;в;В;PR;;;;все мы поступили в университет  ,;в;;;;;;В;В;PR;
47395;;всё;ВСЕ;SPRO;sg nom;;;к семинарам , всё делать , быть;ё;с;в;;;;Е;ВСЕ;ADV;-
47531;</distinct>;;;;;;;;;;;;;;;;;
47532;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47533;;чтобы;ЧТОБЫ;CONJ;CONJ;;;университет  , чтобы учиться , но;ы;б;о;т;ч;;Ы;ЧТОБЫ;CONJ;CONJ
47441;;я;Я;SPRO;sg 1p - nom;;;.  Потом я возобновила свои тренировки;я;;;;;;Я;Я;SPRO;sg 1p - nom
47535;"<distinct form=""нооо"">";;;;;;;;;;;;;;;;;
47536;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
47537;;но;НО;CONJ;CONJ;;;чтобы учиться , но  я такой;о;н;;;;;О;НО;CONJ;CONJ
47538;</distinct>;;;;;;;;;;;;;;;;;
47459;;я;Я;SPRO;sg 1p - nom;;; А потом я поняла , что;я;;;;;;Я;Я;SPRO;sg 1p - nom
47475;;чем-то;ЧТО-ТО;SPRO;n - ins sg;;;и иногда можно чем-то пренебречь . ;о;т;-;м;е;ч;О;ЧТО-ТО;S;n - ins sg
47505;;всё;ВСЕ;SPRO;sg nom ;;;или , необязательно всё конспектировать , или;ё;с;в;;;;Е;ВСЕ;ADV;-
47516;;себя;СЕБЯ;SPRO;- - - acc;;;оставалось время на себя.   :;.;я;б;е;с;;Я;СЕБЯ.;SPRO;- - - acc
47543;;в;В;PR;PR;;;такой человек который в постоянной учебе теряет;в;;;;;;В;В;PR;PR
47526;;мы;МЫ;SPRO;pl 1p - nom;;;, что все мы поступили в университет;ы;м;;;;;Ы;МЫ;SPRO;pl 1p - nom
47539;;я;Я;SPRO;sg 1p - nom;;;, но  я такой человек который;я;;;;;;Я;Я;SPRO;sg 1p - nom
47551;;себя;СЕБЯ;SPRO;- - - acc;;;как бы , самого себя , теряет свое;я;б;е;с;;;Я;СЕБЯ;SPRO;- - - acc
47547;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47548;;как бы;как бы;CONJ;CONG;;;учебе теряет , как бы , самого себя;ы;б; ;к;а;к;ы;как бы;ADV;-
47549;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47561;;ты;ТЫ;SPRO;sg 2p - nom;;;свою индивидуальность , ты начинаешь просто тупо;ы;т;;;;;Ы;ТЫ;SPRO;sg 2p - nom
47577;;я;Я;SPRO;sg 1p - nom;;;, ну , я постоянно , как бы;я;;;;;;Я;Я;SPRO;sg 1p - nom
47552;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47622;;я;Я;SPRO;sg 1p - nom;;;А вообще , я очень боялась ,;я;;;;;;Я;Я;SPRO;sg 1p - nom
47635;;он;ОН;SPRO;sg 3p m nom;;;, но пока он таким не выглядит;н;о;;;;;Н;ОН;SPRO;sg 3p m nom
47640;;я;Я;SPRO;sg 1p - nom;;;не выглядит , я уже перешла на;я;;;;;;Я;Я;SPRO;sg 1p - nom
47556;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
